message_id,label,catCode,plaintext,lang,label_llama,tweet_lang
1.59E+18,unrelated,4,Evolution Forester #Evolution #golfcart #electric #lithium #golf #golfcourse #PGA #LPGA #custom #MODZ #LazyLife #showme #Missouri #STL #StCharles #cottleville #weldonspring #wentzville #fnewtown #charlestown #kirkwood #webstergroves #lakestlouis #dardeneprairie #innsbrook https://t.co/XtP3fCxIbI,en,unrelated,en
1.59E+18,pro-immigration,1,"#RescueHazaraRefugees_Indonesia means refugees’ lives, liberty and health are at risk in Indonesia. They need your help to rescue them.",en,pro-immigration,en
1.51E+18,anti-immigration,2,This is the epitome of the Immigrants Hu flee their country to USA upholding their flags and demeanor with privileges.  Their IMPAIREDness can’t stomach American Freedmen’s REPAIR b4 Reparations. https://t.co/q5z3vlsgHf  They r becoming stunned daily #Freedmen1st #No2HR40 #GateUp,en,pro-immigration,en
1.57E+18,unrelated,4,Psychological Reality Of Migration | 3000 Miles Show On Jambo Radio with... https://t.co/z8WMCcaT2e via @YouTube,en,neutral,en
1.58E+18,unrelated,4,@lesiavasylenko And people don’t realize the hundreds and thousands of women that will be family less because of this sick controlling global supremacy,en,unrelated,en
1.55E+18,pro-immigration,1,@lynns_warriors @GREENESJ333 @GovKathyHochul @JamesSkoufis Seriously!!! Now bartender’s are supposed to check for human trafficking potentiality??,en,unrelated,en
1.52E+18,unrelated,4,Show migration and  inflation  tat moves the needle so  dumb by now!  Watch  our  President combat for us Democracy!,en,unrelated,en
1.50E+18,pro-immigration,1,Read an account of Ireland's welcome to Ukrainian refugees - and be immediately ashamed and angry with the Britain F1rst-like position of Patel and Johnson: https://t.co/ZpcUOTtqOX,en,pro-immigration,en
1.49E+18,unrelated,4,"@_NickMorrison 65-70% of young Millennials desire a SFH to raise kifs. As long as this dominant market preference holds true, we’ll see more sprawl leapfrog the GTHA greenbelt into the exurbs and rural Ontario, sustained by #hybridwork and the biggest immigration intake in the G7.",en,neutral,en
1.59E+18,unrelated,4,True refuge is that which allows us to b  https://t.co/SaNSY5AMKd,en,unrelated,en
1.55E+18,pro-immigration,1,@maria_drutska We have had a couple of loud-mouthed extreme right wing politicians over here in Sweden who have made Hungary their home due to the country's reluctance to let immigrants into their country. The irony was so thick that you could cut it with a knife.  Hungary...where racists go.,en,pro-immigration,en
1.60E+18,pro-immigration,1,I love the new legal immigrants they wan  https://t.co/S7NSGv2lre,en,pro-immigration,en
1.59E+18,pro-immigration,1,I love the new legal immigrants they wan  https://t.co/vJ5AmVZg7S,en,pro-immigration,en
1.59E+18,pro-immigration,1,"Vote. Vote. Vote. Vote, if you can. Solidarity w/ those immigrants, people who are incarcerated or have formerly been incarcerated, & whose rights have been revoked, & those experiencing disenfranchisement who cannot. Standing strong together for a better future that’s to come. https://t.co/nGAZZTop1T",en,pro-immigration,en
1.58E+18,unrelated,4,@francis_scarr Russian people must be  brain dead zombies if they believe this message to be true. Yes the lunatics (Putin and his henchmen/women) are ruling the asylum but that does not mean that the Russian people have to fall in line with them.,en,unrelated,en
1.59E+18,pro-immigration,1,"I love immigrants. Legal, illegal - they  https://t.co/3i1WPeI3vD",en,pro-immigration,en
1.60E+18,unrelated,4,@kheswa_thenjiwe Ba le nyesa to come nice your immigrant boyfriends... n I LOVE IT https://t.co/bTvgMPPBUd,en,pro-immigration,en
1.48E+18,anti-immigration,2,"@zarahsultana @LangarAid Why do you and @UKLabour support open borders? Until we have that 'Just-Society' we need controlled #immigration not porous borders.   Basically, adding more people into a stretched system will not make struggle any less! #migrants #Refugees #asylumseekers #asylum #asylumshoppers",en,anti-immigration,en
1.54E+18,neutral,3,@Breaking911 Biden has issues with immigration @vpharris,en,neutral,en
1.51E+18,neutral,3,The #GAC was the opportunity for a first bilateral meeting with my colleague @AnnaLuehrmann 🇩🇪. Main discussion points were the war in #Ukraine and the resettlement of refugees. Also discussed #climate diplomacy and the importance of diversifying our #energy mix and resources. https://t.co/MYRbOw5uKy,en,neutral,en
1.50E+18,unrelated,4,Adventure is awaiting for you here in the midst of wildebeest in Serengeti national park. Karibu Tanzania #tanzaniaunforgettable #safarilocation #trulyafricanexperience #wildebeestmigration https://t.co/V5r9OIOJAq,en,unrelated,en
1.56E+18,unrelated,4,@koreanforeigner Absolutely fantastic film.,en,unrelated,en
1.53E+18,unrelated,4,GM and happy Monday! ☕️☀️❤️‍🔥 Big week ahead for us at @LazyLionsNFT. Keep 👀’s on our official Twitter and Discord for news and announcements. Glad that I can finally answer “Wen Cubs?” with “On Wednesday!” 👇🏻🦁👑 Have a great week! #LFR #LazyCubs,en,unrelated,en
1.57E+18,neutral,3,"A short video from @UNmigration's ""Asia-Gulf Countries Dialogue on the implementation of the Global Compact for safe, orderly and regular migration (GCM)"", being held in Doha, 13-15 September.",en,neutral,en
1.49E+18,unrelated,4,5 Things I learnt tonight 1) Dundee seem to win when I’m not there 🤦‍♂️ 2) Arbroath is absolutely baltic 🥶 3) My seethe for Hamilton has not diminished 🤬4)St Johnstone back at bottom of the league 😛 5) Arbroath fans going from 1 goal to other at half time like a migration 🐐🦌🐐,en,unrelated,en
1.58E+18,unrelated,4,Just got here at Cagayan de Oro at N Hotel to check-in but I haven't been in the pool to swim since it's not used for overnight. I went to Iligan City to see Maria Cristina and found out that late. Anyways I'm going to come back as soon as possible.😂 https://t.co/sazylNFQh1,en,unrelated,en
1.59E+18,unrelated,4,"Maharashtra has a huge burden of malnutrition which requires holistic approach like-- prenatal care, availability of nutritional food during pregnancy, tracking back migrating d mother & children, kids' regular checkups @IdzesKundan spoke to @IndianExpress https://t.co/ngWFSNh543 https://t.co/x4zV9J2YQ2",en,unrelated,en
1.51E+18,neutral,3,"@_NFTsPromoter @_NftCollectors @cybotz_nft https://t.co/2fUFbgs31O #NFTs #war #Polygon  #ONG ""AND YOU WILL HEAR OF WARS AND RUMORS OF WAR""...Matthew 24:6 IF THIS NFT IS SOLD, THE MONEY WILL GO TO NGOs FOR WAR REFUGEES",en,pro-immigration,en
1.61E+18,unrelated,4,"@KennyOmegamanX Honestly, the part about you mentioning how foreigners rely too much on Google Translate popped me for a laugh and made me think. I’ve put nine years into learning Japanese; when I visit in September, I want to immerse myself fully without using technology to translate.",en,neutral,en
1.56E+18,unrelated,4,Can anyone explain me that steal ? SpaceSuit King under 2 ETH 😂 Hey @LazyZombieCrew who want make the best deal of this year ? #SpaceSuit #LLMoonPatrol #LazyLions #LazyCubs @LLMoonPatrolNFT @LazyLionsNFT https://t.co/nU6e8aSUEg,en,unrelated,en
1.52E+18,pro-immigration,1,"@StevenDialFox4 @FOX4 @GovAbbott Abbott needs to go. As you know, they've been through immigration and released. They are not ""unlawful"". They are pawns in Abbott's bid for re-election. He gets free advertising from the news media.",en,neutral,en
1.56E+18,pro-immigration,1,"@VP @POTUS No one has right to stop every individual's rights and work, what is for every individual! Families and individuals have same system!families each individual gets its way of responsibility being citizens or immigrants! Why I am coping something South Asian socialism drama!",en,pro-immigration,en
1.60E+18,pro-immigration,1,"@egocentrizam @vgdmanyu @engineers_feed So by that logic, your girlfriend Varun’s country of India should be in the top 2 along with China. 😂😂😂The difference is the US welcomes immigrants and the innovation they inspire. You people shun immigrants while electing neofascists to run your country #fact",en,pro-immigration,en
1.55E+18,neutral,3,"Immigration was ""a scare campaign"", & it worked a treat. https://t.co/0GBEh6Gpp6",en,neutral,en
1.60E+18,pro-immigration,1,"I love immigrants. Legal, illegal - they  https://t.co/3Xm6hu74U4",en,pro-immigration,en
1.60E+18,unrelated,4,Music was my refuge. I could crawl into the space between the notes and curl my back to loneliness. 📸: @ThatisElisha 🙎‍♂️: @DaveAyo7 https://t.co/Qr5JpZIniG,en,unrelated,en
1.52E+18,unrelated,4,They initially wanted me to sign on a register where the reason for canceling was left blank. I informed the immigration authorities that I cannot sign on a blank register on which I was also threatened with being locked up in the police station.,en,neutral,en
1.58E+18,unrelated,4,@zenashley91 @realDonJTru Most are foreigners. Americans know this is a fake account. Including us “Trump Supporters”.,en,unrelated,en
1.54E+18,neutral,3,@AlStewartOBE There’s me thinking your family were refugees 🤔,en,neutral,en
1.57E+18,pro-immigration,1,"@Unclerico9806 @BlackfootIAm @AntonioArellano By and large, the only difference is in how they're treated. Without ""illegal"" immigration a lot of industries wouldn't have enough workers (I can't remember the exact statistics, but about ¼ of agriculture industry is made up of ""illegal"" immigrants)",en,pro-immigration,en
1.52E+18,unrelated,4,@FrenchyFrenchie Why stay here if you don't have you. You're not a refugee.,en,unrelated,en
1.55E+18,unrelated,4,"@Farooq_811 Good morning sir. My pi is not migrate up til now, more than a month now. I checked every day in my wallet, but nothing is showing til today. All have done all the necessary setting which I have to. But why?",en,unrelated,en
1.53E+18,neutral,3,"Most people reading this wouldn't worry about that. Nor would I. But it's immigration, and to the electorate, that's going to be a hard sell. Perhaps we need to get the government we'd like first.",en,neutral,en
1.59E+18,pro-immigration,1,"@joh13950160 @CosmollyH @An29oferro @nathaliejacoby1 What do you see from your window? Is it trans folk coming to get you? You ever see a BLM riot out there? A migrant caravan? No.  All things you've been trained to fear. You witnessed destruction, did you find the perps? Attend their trials? Or just believed what you were told?",en,pro-immigration,en
1.57E+18,unrelated,4,@NorthWestNHPUK @ActivePatriotUK Obviously run out of migrants to ' befriend '🙈,en,anti-immigration,en
1.57E+18,pro-immigration,1,"We are all human beings, immigrant or no https://t.co/L2bIVtOcwD",en,pro-immigration,en
1.53E+18,unrelated,4,Drinking a Tiki Fruit by @Super_Mead @ Kmns Beer And Wildlife Refuge — https://t.co/ApjoLdd3j4,en,unrelated,en
1.59E+18,anti-immigration,2,@Pixie_vannucci Neighbors can be noisy. Especially you told me. They’re foreigners. Right?,en,anti-immigration,en
1.49E+18,anti-immigration,2,@GOP @BTerrier3 Joe Biden sent them to different cities  to work  probably At the horse Race track  because I know that I work at the race track shipment of illegal immigrants are there working as a hot Walker and groom  !!,en,anti-immigration,en
1.60E+18,unrelated,4,True refuge is that which allows us to b  https://t.co/WmUetkvnWq,en,unrelated,en
1.59E+18,neutral,3,@andrejpwalker an Albanian illegal is staying with my dopey ex and in the same house as my daughter I am bloody livid I told the school and the home office immigration officers visited the house yesterday and he may be deported Monday... Absolute joke....,en,anti-immigration,en
1.55E+18,unrelated,4,#GodMorningThursday Drugs are the biggest hindrance in our path of devotion.  - Saint rampal ji maharaj Take refuge of Saint Rampal Ji Maharaj and get rid of any kind of intoxicant. https://t.co/WgvnIOnA54,en,unrelated,en
1.51E+18,neutral,3,"@terrelljstarr I covered the Syrian refugee crisis in 2015 and saw what happened to the Sudanese and others then. It's a fact that people can't and shouldn't hide from, not just the narrative of a few.",en,neutral,en
1.51E+18,neutral,3,What are the legal ways a refugee can enter the UK/ cross the channel? Is there one?,en,neutral,en
1.57E+18,unrelated,4,"The Great Rift Valley Lakes are one of the migratory bird's destinations in Ethiopia. Abijatta Shalla Lakes National Park is the ideal stopover and breeding site in their flyways. Lake Shalla Ibis Island, a breeding site for ibis. #visitEthiopia https://t.co/Ek072TI73O",en,unrelated,en
1.55E+18,neutral,3,"@brian_23_gibson @mh_craddock @RyanCaradog Ah, that’s a relief! I identify as Appalachian American, though my dna results are such that it initially thought I was first or second generation American. I’m from a region of the Appalachian mountains where immigrants settled early and stayed, marrying within kinship groups—",en,neutral,en
1.51E+18,pro-immigration,1,"@unscriptedmike Immigrants aren't illegals if the President authorizes relocation of Putin's war victims. Also, red states setting up stateline border patrols are acting illegally and lack Christian values.",en,pro-immigration,en
1.52E+18,neutral,3,"@johnharris1969 I wonder who they phoned first to offer the human Trafficking deal, and how many countries they called before Rwanda said ""yup, we'll have a piece of that""",en,anti-immigration,en
1.57E+18,neutral,3,"Overall strong speech with decent policies in there like public ownership on energy, local power for local communities, sovereign wealth fund, huge investment in renewables, high wage economy. However not too clear about immigration or education …hmmm #LabourPartyConference2022",en,neutral,en
1.51E+18,unrelated,4,@BasilAdmiral @AdamGashead comes down to each home game from Great Bookham you guys should link up occasionally 👍👍,en,unrelated,en
1.49E+18,anti-immigration,2,@lincs67 @AllisonPearson @Iromg Covid and illegal immigration has killed the NHS. The spineless scumbags in Westminster know this.They do not have the where with all or balls to reform it.,en,anti-immigration,en
1.50E+18,pro-immigration,1,@coachwill_logan They praising white kids over there walking to other countries for sanctuary but the same news station vilifying brown kids looking for the same refuge. White supremacy Is on full display,en,pro-immigration,en
1.58E+18,pro-immigration,1,I love the new legal immigrants they wan  https://t.co/wKIfhOp5ml,en,pro-immigration,en
1.59E+18,pro-immigration,1,@TaylorXEaston @Derricktgoat @CBCNews Then stop worrying about new immigrants they will be fine infact we need more Canada is a big country with few people.,en,pro-immigration,en
1.55E+18,unrelated,4,"If you could see yourself through my eyes, you would realize how special you are to me... I love you more than you can imagine, take good care of yourself and stay healthy, ok? 사랑해 내 사랑... 진짜 사랑해 이민호♥️♥️ @ActorLeeMinHo https://t.co/KoLIp19Z05",en,unrelated,en
1.54E+18,unrelated,4,@ZKolesnyk @lesiavasylenko @calxandr @NATO @EmmanuelMacron Am I as good as your hero the  Actor Comic  & Joke Zelensky?,en,unrelated,en
1.58E+18,neutral,3,"@MarkDonnelly16 @MSNBC @MaddowBlog Geez, increase staffing and judges in our ASYLUM SYSTEM.",en,neutral,en
1.57E+18,neutral,3,@coolbreeze0409 @bhabrock12 @thereidout @adeferr I am a real person with my real name. My question is a fair one for conservatives who historically argued refugees from socialist dictatorships should be welcomed here.,en,pro-immigration,en
1.60E+18,anti-immigration,2,Nearly 95% of illegal aliens don’t even qualify for asylum! https://t.co/qaY4tdIGYi,en,anti-immigration,en
1.48E+18,pro-immigration,1,#Australia you owe this to the Hazaras to get them out of this virtual prison. Offer them entry to Australia and let them live a dignified life with the same basic human rights as any other person living in Australia. #HelpRefugees_Indonesia https://t.co/Q4z92utyzF,en,pro-immigration,en
1.59E+18,neutral,3,Mamataji started her tirade against CAA to save communal vote bank.But people now vigilant about the nefarious design of TMC.They are ready to accept the CAA to give due recognition to the persecuted refugees from Pakistan & Bangladesh due to religious partition. @republic @ANI,en,neutral,en
1.56E+18,unrelated,4,#TrueKnowledgeAboutKrishnaJi Holy Srimad Bhagavad Gita18:62 and 66 order devout souls to take refuge in another God. But how can that one True Almighty be attained? know visit Sant Rampal Ji Maharaj YouTube channel Watch🔸 Sudarshan channel at 6.00am Watch Sadhna TV 7.30pm https://t.co/JY1qnfti8F,en,unrelated,en
1.59E+18,pro-immigration,1,"@TraineeVicarMan This is a very good point. This government has a lot to answer for, and those refugees are being treated inhumanely",en,pro-immigration,en
1.51E+18,anti-immigration,2,"@NeilEastell Surely they stick out like a sore thumb, a genuine Ukraine refugee, is a child or a woman 🤬",en,anti-immigration,en
1.54E+18,unrelated,4,Find refuge on the dance floor. Let it bring you the strength to keep fighting. Be proud. Be angry. Love endlessly. Fight furiously. Dance til you see heaven. https://t.co/l3tcbmLIUe,en,unrelated,en
1.51E+18,neutral,3,Yes! We have long queues of Ukrainians who don’t dream about anything else but to migrate to Russian failed state. Jeez what a clumpy propaganda 😂,en,anti-immigration,en
1.54E+18,anti-immigration,2,British people have no appetite to be lectured on British values by rancid racist fascist sociopathic 2nd generation economic migrant inadequate bully Priti Patel @pritipatel,en,pro-immigration,en
1.59E+18,unrelated,4,True refuge is that which allows us to b  https://t.co/m1mvzmSNib,en,unrelated,en
1.52E+18,unrelated,4,"“God is our refuge & strength, an ever-present help in trouble.” Psalm 46:1 NIV • “So do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you & help you; I will uphold you with my righteous right hand.” Isaiah 41:10 NIV https://t.co/8icxO7wp45",en,unrelated,en
1.48E+18,unrelated,4,"@LordHighFixxer @GovernorTomWolf An I immigrated from the carribean, served in US Army to earn my right to be respected as an American. Rubbed elbows with billionaires dispatching executive aircrafts and slept on the sidewalk with the homeless while working as a laborer. Every work of labor deserves a fair wage.",en,pro-immigration,en
1.50E+18,pro-immigration,1,"I support Ukraine 🇺🇦 and President Zelenskyy.  I sent $1,000 to help 🇺🇦refugees.",en,pro-immigration,en
1.49E+18,unrelated,4,"AIDS, Cancer and other deadly diseases are cured by performing true worship of true God Kabir Ji. Take refuge in Sant Rampal Ji Maharaj (@SaintRampalJiM ) who provides true worship and true mantras. 💝#CancerCured_By_TrueWorship 💝 https://t.co/kmk20rfbdb",en,unrelated,en
1.59E+18,unrelated,4,"@Libertyrefuge @VolzDix @keel_trevor @RonDawg3318 @DadBodyOf3 @theorangebloods I mean, it won’t matter, bro. We get… https://t.co/jyRUbwCxrt",en,unrelated,en
1.59E+18,neutral,3,This is a clear explainer from @camiloreports on all the current changes to U.S. immigration policy along the southern border plus what to expect in the weeks ahead. Currently airing on @CBSNews streaming,en,neutral,en
1.59E+18,anti-immigration,2,@ASK_des @Greg_Tanner It’s staring them all right in the face.Serious about getting another five years in power(I’m not convinced that they are) All they have to do is stop all this immigration madness. Ready made electoral majority. Millions will tell you it’s their No1 issue… #EndIllegalImmigration,en,anti-immigration,en
1.59E+18,anti-immigration,2,"@tsymmone There can never be an alliance with a single entity, for an alliance to occur there must be at least two entities. It is still this current politicians that we will hold accountable to do the right thing, we won't import foreigners. I know we will get it right.",en,anti-immigration,en
1.54E+18,unrelated,4,"#Guatemala #Phone #Number In the Unitd States, these ideas are well connectd to Guatemala Phone Number the left centere on Dissent magazine, born in the 1950s, by Irving Howe and. Lewis Coser, and a large number of European immigrants                      https://t.co/zlhgO920lT",en,unrelated,en
1.52E+18,pro-immigration,1,"@VirtueCONs @RepTroyNehls The principle states that citizens have the right to flee their homes and seek refuge when they are under persecution. Since then, the right of asylum has been codified in the 1948 Universal Declaration of Human Rights and the 1951 Refugee Convention.",en,pro-immigration,en
1.55E+18,anti-immigration,2,"@DavidDavisMP No mention of stopping illegal immigrants,  I think you're finished as a Government.",en,anti-immigration,en
1.57E+18,anti-immigration,2,@GregAbbott_TX Keep sending more illegal criminals immigrants to these sanctuary cities sir. Let’s see how long before these cities change their policies! Taco Latinos for President Trump in 2024. https://t.co/8WOnhxEYiE,en,anti-immigration,en
1.57E+18,neutral,3,"Image having such a fundamental lack of self-awareness that you'd deliberately tie your name to this human trafficking tragedy while having this investigation hanging over your head. Tick-tock Matt, your time is coming. https://t.co/L5C0fYkGnt",en,unrelated,en
1.51E+18,pro-immigration,1,"It is so frustrating listening to UN members calling for peace when it is the UN who should be putting people on the ground to observe, maintain peace and provide safe passage for refugees. The UN has a duty to offer protection to 🇺🇦. Defence does not equal WW3. 5/5",en,pro-immigration,en
1.52E+18,anti-immigration,2,@AndrewRTDavies Stop mass immigration,en,anti-immigration,en
1.59E+18,pro-immigration,1,@Freezo_RSA @nqobikababa @Mr_JMMankgabe @south_prescott But she was offered a job! She was looking for work! 🤷🏽‍♀️ what was done to her and the sex slavery was a crime against her. She is a victim of human trafficking!,en,pro-immigration,en
1.52E+18,neutral,3,"@PoshAndProud1 @MJHassam167 @sophielouisecc But, did you know that only a few hundred migrants will be sent to Rwanda?  And, that's if HMG can get the policy through the courts.",en,neutral,en
1.54E+18,pro-immigration,1,"Come see us this Saturday at the @BoiseCentre Grove Plaza for #WorldRefugeeDay. Food, artisans, citizenship ceremony (11am) and music + dance performances. Stop by and say hello 😊. https://t.co/KNYIaL6LME",en,pro-immigration,en
1.60E+18,pro-immigration,1,I love the new legal immigrants they wan  https://t.co/cNMouWCvhP,en,pro-immigration,en
1.59E+18,unrelated,4,#NftTalk #TwitterImmigrants Let's get international  https://t.co/MF06dc0YS2,en,unrelated,en
1.49E+18,anti-immigration,2,@LeeCamp And where went the money from starving Ukraine people took by HB maybe to the domesticated foreigners prostitutes,en,anti-immigration,en
1.51E+18,unrelated,4,Took my #IcelandicSheepdogs on a easy hike with some friends today at #DesertWildlifeRefuge . https://t.co/ScXpTlNILe,en,unrelated,en
1.60E+18,unrelated,4,@_HauAnge @NZImmigration I think the account you’re tweeting isn’t actually NZ Immigration but an account of Advisors who aren’t affiliated to NZI?,en,unrelated,en
1.55E+18,anti-immigration,2,"@NBCNews Bring all illegal immigrants to DC, Georgia and PA NOW NOW NOW. This is the way,  to turn DC, MD, PA, GA & VA into RED states",en,anti-immigration,en
1.49E+18,neutral,3,Me when ppl ask me where I’m really from… Like AMERICA. UNITED STATES. Great grandchild of the great migration. From the south to the north. American descendant of slavery type sh*t. Wish I knew more too🤓,en,pro-immigration,en
1.54E+18,pro-immigration,1,"@DwightTurf Here in the Canary Islands economic migrants are locked in old military barracks in the hills (50,000, and more coming in old boats weekly) They get no access to lawyers and are being repatriated forcefully)",en,pro-immigration,en
1.54E+18,pro-immigration,1,The sit-in of refugees and asylum seekers in front of the UNHCR headquarters is forcibly evicted  Inhuman scenes of power and racist words against women and the firefighters  The state and UNHCR gift on World Refugee Day on June 20,en,pro-immigration,en
1.61E+18,pro-immigration,1,"@JoeBiden A lot of illegal immigrants are missing are missing love ones because they got separated at our Southern Borders because they got ""PLAYED ' by the BIDEN and HARRIS",en,anti-immigration,en
1.50E+18,unrelated,4,"women hv the right what they hv to do, what to wear. Controversy over the name of clothes is not right.  It should be remembered that in this India only when Draupadi was insulted, Mahabharata happened. Respect the woman whether it is your own or a foreigner. #WomensDay #Hijab",en,pro-immigration,en
1.57E+18,anti-immigration,2,"The Conservative Government doesn't have a proper Energy plan, a realistic Fiscal Plan, an Immigration plan or any other plan other than to serve their Globalist WEF Masters.",en,unrelated,en
1.49E+18,unrelated,4,"Is this legal? I'm not sure. And quite frankly, i can't be bothered to care, bc no matter what the law might be, companies do whatever they want anyway with these sort of things.  You think this is a bad mindset for me to have? Well, good luck complaining here, as a foreigner...",en,unrelated,en
1.51E+18,unrelated,4,"To the former child migrants, who came t https://t.co/SCFGKFQ1Yu",en,unrelated,en
1.57E+18,unrelated,4,The Anglo-Saxon Migration: New Insights From Genetics https://t.co/kgfp7HPhpf,en,unrelated,en
1.53E+18,unrelated,4,@AtomeSg His latest mini album is “Refuge” together with Sanha. https://t.co/2ZJBlocxCh,en,unrelated,en
1.60E+18,pro-immigration,1,You mean for people seeking asylum and a better life? Stop the scare mongering and inhumane language positing human beings as dangerous things.,en,pro-immigration,en
1.57E+18,pro-immigration,1,"We are all human beings, immigrant or no https://t.co/4nKdwHjP9X",en,pro-immigration,en
1.59E+18,unrelated,4,I decided to write 'True Refuge' during   https://t.co/MygNdTTix7,en,unrelated,en
1.48E+18,pro-immigration,1,@PeterDutton_MP @VCDF_Australia What about supporting the innocent refugees you are holding in prison for years?,en,pro-immigration,en
1.51E+18,unrelated,4,Uh isn't this human trafficking?,en,unrelated,en
1.54E+18,neutral,3,@MandaStoker @SkyNews Quick question for the Gammons supporting Rwanda deal. Given the deal requires the UK to accept the SAME NUMBER of Rwandan refuges back to the UK as we send to Rwanda - how does this reduce the number of refugees entering the UK????,en,neutral,en
1.60E+18,unrelated,4,@LomondCampbell @CrackMagazine @DotAllisonmusic @kathrynjoseph_ @A_Wasylyk @SurfacePressure @AnnaPhoebe @ClairHotgem @duncan_marquiss Thanks lomond! I’d drop you few litres of 2 stroke next time I see you ⛽️,en,unrelated,en
1.58E+18,unrelated,4,#dreamfacereveal A human being after acquiring the refuge of a true master or Guru must worship the true God for eternal peace and happiness. Saint Rampal Ji Maharaj is the only true Guru in this world who guarantees peace happiness and salvation. https://t.co/v0OJbSbRbv https://t.co/16hgvynTMi,en,unrelated,en
1.58E+18,unrelated,4,"Looking at this photo: What do you see?  Beautiful sea view it is!  So, Sabah is about to launch its own MM2H to attract more foreigners. What do you think? https://t.co/Ygy6inZURp",en,pro-immigration,en
1.59E+18,pro-immigration,1,@redarmyof1 Many Labour-run areas look after more asylum seekers than Tory areas do. The latter clearly don't care… https://t.co/0oMG6mnMXf,en,pro-immigration,en
1.52E+18,neutral,3,@sylvie8d @KatyMontgomerie @maybulman @ShaunLintern We're a signatory to the Geneva Convention on refugee rights as well.,en,neutral,en
1.54E+18,unrelated,4,@originalparnhat @Rob_Kimbell Go as a refugee and claim asylum ffs if Blighty is so terrible.,en,pro-immigration,en
1.57E+18,unrelated,4,"@JeremyRedfernFL Wait, enriched? I was told this was a severe case of *checks notes*, human trafficking. 🤔🙄",en,unrelated,en
1.49E+18,unrelated,4,@TerrenceSwag @LazyLionsNFT Roar 🦁,en,unrelated,en
1.57E+18,anti-immigration,2,@catturd2 Did they send all the illegal immigrants to Cape Cod?  @BarackObama included?,en,anti-immigration,en
1.54E+18,pro-immigration,1,I feel privileged to have worked with the Ukrainian refugees in the pictures below. Remarkable people doing a remarkable job supporting the aid effort in Ukrainian 🇺🇦. #WorldRefugeeDay,en,pro-immigration,en
1.60E+18,pro-immigration,1,🤣🤣🤣🤣 Tell that to the migrants that built the country being paid nothing and being killed. Nice one 👍🏻,en,pro-immigration,en
1.53E+18,unrelated,4,"#परमेश्वरकबीरांचा_मार्ग As every attack on the indestructible Kabir Paramatman was unsuccessful, the tyrant Shekhatki took refuge in a gun. But even a gunshot in front of the creator of the universe failed and Kabir Saheb kept smiling. https://t.co/nhMvvBDDqY",en,unrelated,en
1.52E+18,unrelated,4,"“He who dwells in the shelter of the Most High Will remain secure & rest in the shadow of the Almighty [whose power no enemy can withstand]. I will say of the Lord, “He is my refuge & my fortress, My God, in whom I trust [with great confidence, & on whom I rely]!””Psalms 91:1-2",en,unrelated,en
1.49E+18,anti-immigration,2,"If I can visit zimbabwe, Malawi, Nigeria I will be called a foreigner& I won't be allowed to do business because it will be reserved for local people but when these people are in South Africa I must call them my brothers! Then nna ko gae ke kae? Away with illegal #OperationDudula",en,anti-immigration,en
1.50E+18,neutral,3,Lovely comments on my article 👇🏼 The reader comments about refugees fleeing Ukraine - and then the reality https://t.co/0bn6Cd7kul https://t.co/jtCSCrJyD4,en,pro-immigration,en
1.54E+18,pro-immigration,1,"@NBCNews Save our children, families, origin, immigrants, love,harmony, angels, stamina, justice, equality, freedom,art,music,dancing,laughter!! End the darkness  ,stench,antisemitism and evil!!",en,pro-immigration,en
1.58E+18,unrelated,4,I decided to write 'True Refuge' during  https://t.co/LBa2oLRBFj,en,unrelated,en
1.57E+18,unrelated,4,"@sam_golf Hold on there…… just because you have a large “Mythos” this is still an open air, public social media platform. Maybe you need to talk about that in private conversations…. Dang foreigners! (LOL)",en,unrelated,en
1.58E+18,unrelated,4,"#SantRampalJiMaharaj_App What is the identity of a complete Saint ? Is Salvation possible by going in the refuge of any Guru ? 🤳🏼 To know more, download our Official App ""Sant Rampal Ji Maharaj"". Download from Playstore https://t.co/qxWfagzZF4",en,unrelated,en
1.54E+18,anti-immigration,2,"@JoaniSparkles @BeingJWood @JoJoFromJerz @CalltoActivism The Governor is only in charge to do stupid things, hold up 18 wheelers at the border, increasing inflation, bus illegal aliens or immigrants to Washington DC. Now he’s involved in the circular firing squad covering up the fiasco in the Uvaldy tragedy. What a guy!",en,anti-immigration,en
1.54E+18,unrelated,4,"@ufukergin Yes, you are right. Here in Japan you don’t see the Japanese using the phone like that, but you do see the foreigners doing it 😂  Some news about Gökhan , does he has an upcoming project? I miss seeing him. #GökhanAlkan",en,unrelated,en
1.56E+18,neutral,3,"World must know everything Ethiopians suffer from came with TPLF, famine, mass killing, ethnic conflict, and largely migration, and started all over again. #EthiopiaPrevails #TPLFisTheCause @JanezLenarcic @PowerUSAID @USAmbUN @CanadaFP @eu_eeas https://t.co/yLncNH0WsL",en,pro-immigration,en
1.56E+18,unrelated,4,"@loreillysf @KatDaily57 Going to England to access reproductive rights available in the rest of the UK and in the Republic, denied to women facing crisis pregnancies in the North, due to SF voting position in the North doesn't count as emigration.",en,unrelated,en
1.53E+18,unrelated,4,"@swan931 @NickOfTimeGames @ClandestineDee That's why, imo, addiction is such a messed up thing. We as people can be addicted to something and not even know. Or what works for someone won't necessarily work the same way for others. It's tough.",en,unrelated,en
